,gender,SeniorCitizen,Partner,Dependents,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_scaled,Charges_scaled
732,0,0,1,1,1,2,2,1,2,1,1,1,94.1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0.41666666666666663,0.32144588045234246
733,1,0,0,1,1,2,2,2,2,2,1,0,84.5,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0.013888888888888888,0.007581352411723978
734,0,0,0,1,0,1,1,1,2,1,1,0,41.15,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.5416666666666666,0.19410339256865916
735,1,0,0,1,1,2,1,1,2,2,1,1,92.3,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.861111111111111,0.6592026309716131
736,0,0,1,1,1,2,2,1,1,1,1,1,108.95,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.736111111111111,0.6576736672051696
737,1,0,1,1,1,2,2,1,2,1,1,1,104.05,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.9166666666666666,0.7928917609046849
738,0,1,1,0,1,2,2,2,1,2,1,1,88.75,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.8194444444444444,0.6150300023078697
739,1,0,0,1,1,2,2,1,2,1,1,0,95.7,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0.20833333333333331,0.16527809831525503
740,1,0,0,1,1,2,2,2,2,2,1,1,95.5,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.125,0.09350334641126241
741,0,0,0,1,0,1,1,2,2,2,1,0,30.15,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.4444444444444444,0.10487537502884837
742,0,0,0,0,1,1,2,2,2,2,1,1,64.7,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0.2361111111111111,0.12396722824832679
743,1,0,1,0,1,1,2,2,1,1,0,1,55.25,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.7638888888888888,0.35784675744288025
744,1,0,0,1,0,1,2,2,2,2,1,1,25.65,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.2361111111111111,0.04862681744749597
745,0,1,1,1,1,2,1,1,2,2,1,0,87.3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.9583333333333333,0.696601661666282
746,1,0,0,1,1,1,1,1,1,2,0,1,74.6,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.9166666666666666,0.5515347334410339
747,1,1,0,1,1,2,2,2,2,2,1,1,74.45,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.2222222222222222,0.14338218324486499
748,1,0,1,0,1,1,1,1,1,2,0,1,80.15,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.9722222222222222,0.6440514654973459
749,0,0,0,1,1,0,0,0,0,0,1,1,19.35,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.6944444444444444,0.11703207939072237
750,0,0,0,1,1,0,0,0,0,0,1,1,20.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.041666666666666664,0.004950380798522964
751,1,0,0,1,1,1,1,2,2,2,1,0,65.75,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.2361111111111111,0.12605585045003462
752,1,0,1,0,1,2,2,1,2,1,1,0,96.8,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.2777777777777778,0.20861989383798754
753,1,0,1,0,1,0,0,0,0,0,0,0,19.7,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.986111111111111,0.1479690745441957
754,0,0,0,1,1,2,2,1,1,1,1,1,105.1,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0.4722222222222222,0.4172628663743365
755,0,0,0,0,1,0,0,0,0,0,0,1,25.1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0.5972222222222222,0.12131894761135474
756,1,1,1,1,1,2,1,1,1,2,1,1,101.9,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.6944444444444444,0.6054350334641126
757,0,0,1,0,1,2,1,1,1,2,1,1,101.6,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.5694444444444444,0.4513904915762751
758,1,0,0,1,1,2,2,1,2,2,1,1,79.85,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.75,0.49497461343180243
759,0,0,1,1,1,0,0,0,0,0,0,0,19.45,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.8888888888888888,0.13926263558735288
760,1,0,1,0,1,1,2,2,1,1,1,0,54.35,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.4305555555555555,0.18788368336025849
761,1,1,0,1,1,2,2,2,2,2,1,1,78.5,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0.15277777777777776,0.09870759289176091
762,0,0,0,1,1,2,2,2,2,2,1,1,85.65,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0.05555555555555555,0.034946918993768755
763,0,0,0,0,0,1,1,1,1,1,0,0,53.15,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.29166666666666663,0.1343641818601431
764,0,0,1,0,1,0,0,0,0,0,0,0,24.3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.4861111111111111,0.09263789522270945
765,0,0,1,0,1,2,1,1,2,2,1,0,99.25,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.8055555555555555,0.6724959612277868
766,1,0,1,0,1,0,0,0,0,0,0,0,20.05,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.2777777777777778,0.04398799907685207
767,0,0,0,1,1,0,0,0,0,0,0,0,25.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.8333333333333333,0.17150357719824602
768,0,0,0,0,1,0,0,0,0,0,1,1,20.25,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.5694444444444444,0.09764597276713594
769,0,0,1,1,1,1,2,2,2,2,1,1,51.1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.20833333333333331,0.07989268405261944
770,1,0,0,1,1,1,2,2,2,2,1,1,44.3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.013888888888888888,0.002942534041080083
771,1,0,0,1,1,2,2,1,1,2,1,0,99.5,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0.9166666666666666,0.7721786291253173
772,0,1,1,0,1,2,2,2,2,2,1,1,69.25,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.0058216016616662826
773,1,0,1,0,1,1,2,2,2,2,1,1,44.5,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0.027777777777777776,0.008221786291253173
774,0,0,1,1,1,2,2,1,2,2,1,0,84.15,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.4444444444444444,0.2962324024924994
775,0,1,1,1,1,1,1,1,1,1,0,0,78.45,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1.0,0.6535252711747057
776,1,0,1,1,1,2,1,1,2,2,1,0,96.1,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0.861111111111111,0.69035887375952
777,1,1,0,1,1,2,2,2,2,2,1,1,79.55,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0.125,0.0807465958919917
778,1,0,0,1,1,2,2,2,1,2,1,0,86.05,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0.05555555555555555,0.03338333717978307
779,1,0,1,0,1,2,2,1,1,2,1,0,82.05,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.41666666666666663,0.29441495499653814
780,1,0,0,1,1,2,2,1,1,2,1,1,104.5,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.5555555555555556,0.46365681975536577
781,1,0,0,0,1,0,0,0,0,0,1,1,20.15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.4583333333333333,0.07654627279021463
782,1,0,1,1,1,1,1,1,1,1,1,0,80.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.875,0.5794368797599815
783,0,0,1,0,1,0,0,0,0,0,1,0,19.8,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.8888888888888888,0.1520713131779368
784,1,0,0,1,1,2,2,1,1,2,1,0,96.55,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0.06944444444444445,0.05553888760673899
785,0,0,0,1,1,0,0,0,0,0,1,0,20.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0.09722222222222221,0.013708746826678973
786,1,0,0,1,1,2,1,2,1,2,1,1,79.85,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.1388888888888889,0.10022501730902378
787,0,0,1,0,1,2,1,1,1,2,1,1,100.55,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0.875,0.7150415416570506
788,1,0,1,0,0,1,1,2,1,1,0,1,39.4,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.2777777777777778,0.09307639049157627
789,0,0,0,1,1,1,1,1,1,2,1,0,84.1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.5277777777777778,0.36566466651280866
790,0,1,1,1,1,2,2,1,1,1,1,1,108.1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.9166666666666666,0.8265808908377568
791,1,0,0,1,1,2,2,2,2,2,1,1,91.1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0.18055555555555555,0.12888299099930764
792,0,0,1,1,1,1,1,1,1,2,1,0,66.3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.3333333333333333,0.1777809831525502
793,1,1,1,1,1,2,2,1,1,2,1,1,104.45,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.3194444444444444,0.24994807292868684
794,0,1,1,0,1,2,2,2,1,2,1,1,91.35,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.4444444444444444,0.33207362104777294
795,0,0,0,0,0,1,1,2,1,1,1,0,60.15,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.7083333333333333,0.35289637664435725
796,0,0,1,1,1,0,0,0,0,0,0,0,19.1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.5555555555555556,0.08784906531271637
797,0,0,0,1,1,1,1,2,2,1,1,1,59.05,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.3055555555555555,0.14247634433417955
798,1,0,0,0,1,1,1,1,2,1,1,1,70.45,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0.013888888888888888,0.005960073851834756
799,0,1,0,1,1,2,2,2,2,2,1,1,89.35,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0.08333333333333333,0.06335102700207708
800,1,0,0,1,1,0,0,0,0,0,1,0,19.65,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0.013888888888888888,9.808446803600233e-05
801,0,0,1,1,1,0,0,0,0,0,1,0,20.5,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.05555555555555555,0.0069524578813754895
802,0,0,0,1,1,2,2,1,1,2,1,1,105.9,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.8333333333333333,0.7359393030233095
803,1,1,1,1,0,1,1,1,1,1,0,1,64.95,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1.0,0.5224094161089314
804,0,0,0,1,1,1,1,1,2,2,1,1,60.15,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.5833333333333333,0.27726748211400876
805,0,0,1,1,1,1,1,2,2,2,1,1,62.15,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.027777777777777776,0.010881606277405954
806,1,0,1,1,0,1,1,2,1,1,0,0,60.25,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.9583333333333333,0.4658089083775675
807,1,0,0,1,1,2,2,2,2,2,1,1,86.0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0.027777777777777776,0.016922455573505652
808,0,1,0,1,0,1,2,2,2,2,1,1,36.45,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0.013888888888888888,0.0020366951303946463
809,1,0,1,1,1,1,2,2,1,1,1,1,66.4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.4305555555555555,0.23090237710593123
810,1,0,1,0,1,0,0,0,0,0,0,0,20.5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.2222222222222222,0.03135818139856913
811,0,0,0,1,1,0,0,0,0,0,1,0,19.6,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.20833333333333331,0.03237941380106162
812,0,0,0,0,1,2,2,2,2,2,1,1,94.2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.027777777777777776,0.020193861066235864
813,0,1,1,1,1,2,2,2,2,2,1,1,92.55,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.2361111111111111,0.1841564735748904
814,1,0,0,0,1,2,2,2,1,2,1,0,94.5,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0.08333333333333333,0.06423378721440112
815,0,0,1,0,1,1,1,1,2,2,1,0,59.8,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.8472222222222222,0.4180360027694438
816,0,0,0,1,1,0,0,0,0,0,1,0,19.15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.013888888888888888,4.038772213247124e-05
817,1,0,0,1,1,2,2,2,2,1,1,1,87.7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.2638888888888889,0.19699399953842606
818,1,0,1,0,0,1,1,1,1,1,0,1,54.05,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.611111111111111,0.2719132240941611
819,0,0,0,1,1,2,1,1,1,1,0,1,111.95,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.9722222222222222,0.8974324948072928
820,1,0,1,0,1,0,0,0,0,0,0,0,25.25,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.875,0.17935033464112624
821,0,0,1,0,1,1,2,2,2,2,1,1,44.1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.8055555555555555,0.2762808677590584
822,0,0,1,1,1,1,1,1,1,2,1,0,74.1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0.736111111111111,0.44024348026771287
823,1,0,1,1,0,1,2,2,2,2,1,1,44.3,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0.8194444444444444,0.30555619663051004
824,1,0,0,1,1,2,2,1,1,1,1,1,104.05,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.9583333333333333,0.8358181398569121
825,1,0,0,1,1,1,2,2,2,1,1,0,49.15,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.3611111111111111,0.14060696976690515
826,1,0,1,0,1,1,1,2,2,1,1,0,57.2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.3194444444444444,0.16207592891760905
827,0,0,0,1,1,1,1,2,1,2,1,0,54.55,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.5833333333333333,0.281127394414955
828,0,1,0,1,1,1,2,2,2,2,1,0,50.55,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.013888888888888888,0.003663743364874221
829,0,0,0,1,0,1,2,2,1,2,1,1,47.95,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0.08333333333333333,0.03303715670436188
830,1,0,0,1,1,0,0,0,0,0,0,0,20.8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.8055555555555555,0.13771636279713825
831,1,0,0,1,1,2,2,2,1,2,1,1,101.55,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.041666666666666664,0.03225825063466421
832,0,0,0,1,1,0,0,0,0,0,0,1,19.85,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.5694444444444444,0.09135125778906071
833,0,0,1,1,1,1,1,2,2,1,1,1,61.05,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.8055555555555555,0.39925571197784443
834,1,1,1,1,1,2,1,2,1,2,1,1,93.8,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0.7083333333333333,0.5460593122547888
835,0,0,1,1,1,2,2,1,1,1,1,1,111.15,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.8888888888888888,0.8002077082852527
836,0,0,1,0,1,0,0,0,0,0,0,0,25.6,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.2638888888888889,0.053900300023078704
837,1,0,1,0,1,1,1,1,2,1,1,1,79.05,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.8333333333333333,0.5359566120470804
838,1,0,1,0,1,2,1,1,1,1,0,1,114.35,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.9583333333333333,0.8824140318486038
839,0,0,1,0,1,2,2,2,2,2,1,1,80.7,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0.041666666666666664,0.025461573967228247
840,1,0,0,1,1,2,2,2,2,2,1,0,95.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.09722222222222221,0.07347103623355643
841,0,0,1,1,1,2,1,2,2,2,1,1,73.2,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.2638888888888889,0.16412416339718439
842,0,0,0,1,1,2,2,2,2,2,1,1,77.15,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.0067332102469420735
843,0,0,1,1,1,0,0,0,0,0,0,0,23.65,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.861111111111111,0.16131433187168245
844,0,0,0,1,1,1,2,2,2,2,1,1,49.95,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0.013888888888888888,0.003594507269789984
845,1,1,1,1,1,2,2,2,2,2,1,1,73.55,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.013888888888888888,0.006317793676436649
846,0,0,0,1,1,1,2,2,1,2,1,1,59.55,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.38888888888888884,0.1878202169397646
847,1,0,1,1,1,2,2,1,2,1,0,1,92.45,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.9583333333333333,0.7433360258481422
848,1,1,1,1,1,2,2,1,1,2,1,1,79.65,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.41666666666666663,0.2707535195015001
849,0,1,1,1,0,1,2,1,2,2,1,1,39.3,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0.5555555555555556,0.1867759058389107
850,0,0,0,1,1,0,0,0,0,0,1,0,19.85,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.013888888888888888,0.00012116316639741503
851,1,0,0,1,1,2,2,1,2,2,1,1,100.85,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.625,0.5447957535195015
852,1,0,1,0,1,1,2,2,1,1,1,1,78.65,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.3055555555555555,0.1898165243480268
853,0,0,1,0,1,0,0,0,0,0,0,0,20.05,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.6527777777777778,0.11515116547426726
854,0,0,0,1,1,0,0,0,0,0,1,1,20.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.027777777777777776,0.002550196168936072
855,0,0,0,1,0,1,2,2,2,2,1,1,35.1,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0.18055555555555555,0.04930763904915764
856,0,0,0,1,1,0,0,0,0,0,1,1,18.9,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.2777777777777778,0.037947149780752365
857,1,0,1,1,1,0,0,0,0,0,0,0,19.25,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.6666666666666666,0.09650357719824602
858,1,0,1,1,1,2,1,1,2,2,1,1,100.9,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.9305555555555555,0.7747922917147473
859,1,0,1,1,1,2,1,1,1,2,0,1,99.35,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.9722222222222222,0.7991807062081698
860,0,0,1,1,1,2,1,2,1,2,0,1,99.0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.8888888888888888,0.7335564274174937
861,0,0,1,1,1,2,2,2,2,2,1,1,97.65,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0.4722222222222222,0.36796099699976925
862,0,0,1,1,1,1,1,1,1,1,0,1,90.95,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.0,0.7442649434571891
863,0,0,1,0,1,1,2,1,2,1,1,1,69.5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.3194444444444444,0.1884721901684745
864,0,1,0,1,1,2,2,1,2,2,1,0,89.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.20833333333333331,0.1464920378490653
865,1,0,0,1,1,2,1,2,2,2,1,1,101.35,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0.3055555555555555,0.26520886222017076
866,1,0,0,0,1,1,1,1,1,2,1,0,70.2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.5694444444444444,0.33184283406415876
867,0,0,0,1,1,1,1,1,1,1,0,1,82.45,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.9444444444444444,0.649411493191784
868,0,0,1,0,1,2,2,1,1,2,1,1,106.5,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.9722222222222222,0.8513962612508654
869,1,0,1,0,1,1,1,1,1,1,0,0,86.85,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.986111111111111,0.7206323563351027
870,1,0,1,0,1,1,1,1,1,1,0,0,85.45,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.986111111111111,0.6936418186014308
871,1,0,0,1,1,1,2,2,2,2,1,0,44.45,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.013888888888888888,0.002959843064851143
872,1,0,0,1,1,1,2,2,2,2,1,1,55.0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0.013888888888888888,0.004177244403415647
873,1,0,0,0,1,0,0,0,0,0,1,0,20.85,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.041666666666666664,0.004829217632125548
874,0,0,0,1,1,2,2,1,1,2,1,1,93.4,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.5555555555555556,0.43129471497807526
875,0,0,0,1,0,1,2,1,2,2,1,1,50.6,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0.041666666666666664,0.015756981306254327
876,0,0,0,1,1,0,0,0,0,0,0,1,26.1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.9305555555555555,0.20087122086314332
877,0,0,0,1,1,2,1,2,2,2,1,1,75.4,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0.25,0.15711977844449576
878,0,0,1,0,1,0,0,0,0,0,1,0,20.05,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.2777777777777778,0.0446861297022848
879,0,0,0,1,1,2,2,2,2,2,1,1,74.25,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.041666666666666664,0.02209785368105239
880,1,0,1,1,1,2,1,1,1,1,0,1,116.1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.986111111111111,0.9568139856912069
881,0,0,1,1,0,1,2,2,2,2,1,1,34.0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0.3472222222222222,0.09626125086545119
882,0,1,0,1,1,2,2,2,2,2,1,0,90.95,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0.4444444444444444,0.33223517193630275
883,1,0,1,0,1,0,0,0,0,0,0,1,20.2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.6388888888888888,0.10369836141241635
884,0,0,1,0,1,0,0,0,0,0,0,1,19.35,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.9444444444444444,0.14699399953842604
885,0,0,1,0,1,1,2,1,2,1,0,0,79.65,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.6666666666666666,0.44443803369489965
886,0,0,1,0,1,2,2,2,2,2,1,0,70.4,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0.027777777777777776,0.01481075467343642
887,1,0,1,1,1,2,1,1,1,2,1,1,93.15,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.7777777777777777,0.604102238633741
888,1,0,1,1,1,2,2,1,2,2,1,1,78.75,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0.06944444444444445,0.04538426032771752
889,0,0,0,1,1,2,2,2,2,2,1,1,74.95,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0.041666666666666664,0.02234018001384722
890,0,0,1,0,1,2,2,1,1,2,1,1,92.85,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0.8888888888888888,0.6879702284791138
891,1,0,1,0,1,1,1,1,1,1,0,1,90.5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.6527777777777778,0.4961400876990538
892,1,0,1,1,1,1,2,1,2,1,0,0,67.25,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0.875,0.4864239556888991
893,1,0,0,1,1,0,0,0,0,0,1,1,19.4,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0.375,0.05896607431340872
894,0,1,1,0,1,2,2,2,2,2,1,0,70.55,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.6527777777777778,0.3796965151165474
895,0,0,0,1,1,0,0,0,0,0,0,0,24.45,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0.8194444444444444,0.17012462497115163
896,1,0,1,0,1,0,0,0,0,0,1,0,18.85,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.05555555555555555,0.00754673436418186
897,0,0,0,1,1,2,1,1,1,1,0,1,114.9,0,0,0,1,0,0,1,0,0,1,0,0,2,0,1.0,0.9782944841910918
898,0,0,0,1,1,1,1,2,2,1,1,0,55.15,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.18055555555555555,0.08355642741749365
899,1,1,1,0,1,2,2,1,1,1,1,1,108.45,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0.9166666666666666,0.8143953381029311
900,0,0,0,1,1,0,0,0,0,0,1,1,20.65,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.5833333333333333,0.10838910685437342
901,0,0,1,1,1,0,0,0,0,0,1,1,19.95,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.1388888888888889,0.01949573044080314
902,0,1,0,1,1,2,2,2,2,2,1,1,74.45,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0.20833333333333331,0.13003692591737828
903,0,0,1,1,1,2,2,2,2,1,0,1,95.2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.625,0.4923840295407339
904,0,0,0,1,1,1,2,1,1,1,1,1,73.85,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.6666666666666666,0.41110085391183937
905,0,0,0,1,0,1,2,2,2,2,1,0,25.25,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.013888888888888888,0.00074428802215555
906,0,0,1,1,1,2,2,1,2,2,1,1,76.1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0.375,0.239395338102931
907,1,0,1,1,1,0,0,0,0,0,1,0,19.35,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0.06944444444444445,0.012375951996307408
908,1,0,1,0,1,2,2,1,1,1,1,0,86.8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.3194444444444444,0.22178629125317334
909,1,1,1,0,1,2,2,2,2,2,1,1,75.2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.15277777777777776,0.08729517655204247
910,0,1,1,1,1,2,2,2,1,2,1,0,102.05,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.4861111111111111,0.3962324024924994
911,1,0,0,1,1,1,1,1,1,1,1,1,88.8,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0.9305555555555555,0.6790156935148858
912,1,0,1,0,1,1,1,2,1,2,1,0,74.75,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.4583333333333333,0.2809254558042926
